Sample Characteristics
Name; WBCH
SID
Position; 85.10
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 08/05/2020
Step A
Delta Absorbance; -0.34399
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.22146
Result value; 0.29
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.01303469; 0.02020377; 0; 0.645161
T1; 0.1591921; 0.2349979; 0; 0.677419
T2; 0.1613479; 0.2381802; 0; 0.677419
T3; 0.2218515; 0.2645152; 0; 0.83871
T4; 0.2231284; 0.2660377; 0; 0.83871
T5; 0.2210727; 0.2635866; 0; 0.83871
T6; 0.2227436; 0.2655789; 0; 0.83871
T7; 0.2395154; 0.2395154; 0; 1
T8; 0.2474439; 0.2474439; 0; 1
T9; 0.2497625; 0.2497625; 0; 1
T10; 0.2515633; 0.2515633; 0; 1
T11; 0.2512769; 0.2512769; 0; 1
T12; 0.2508478; 0.2508478; 0; 1
T13; 0.2505762; 0.2505762; 0; 1
T14; 0.2530984; 0.2530984; 0; 1
T15; 0.2533428; 0.2533428; 0; 1
T16; 0.2537889; 0.2537889; 0; 1
T17; 0.2517925; 0.2517925; 0; 1
T18; 0.2527105; 0.2527105; 0; 1
T19; 0.2536161; 0.2536161; 0; 1
T20; 0.2551297; 0.2551297; 0; 1
T21; 0.2543362; 0.2543362; 0; 1
T22; 0.2564167; 0.2564167; 0; 1
T23; 0.2544804; 0.2544804; 0; 1
T24; 0.2555487; 0.2555487; 0; 1
T25; 0.2560259; 0.2560259; 0; 1
T26; 0.2568514; 0.2568514; 0; 1
T27; 0.256837; 0.256837; 0; 1
T28; 0.2550286; 0.2550286; 0; 1
T29; 0.2572866; 0.2572866; 0; 1
T30; 0.2578239; 0.2578239; 0; 1

Sample Characteristics
Name; Multiacid.
SID
Position; 85.01
Sample type;  Control
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 08/05/2020
Step A
Delta Absorbance; 0.38575
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.38575
Result value; 1.94
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.009252794; 0.01434183; 0; 0.645161
T1; 0.01709463; 0.02523493; 0; 0.677419
T2; 0.01867171; 0.027563; 0; 0.677419
T3; 0.07930093; 0.09455112; 0; 0.83871
T4; 0.07944322; 0.09472076; 0; 0.83871
T5; 0.07731489; 0.09218314; 0; 0.83871
T6; 0.07712354; 0.09195498; 0; 0.83871
T7; 0.1903004; 0.1903004; 0; 1
T8; 0.2641465; 0.2641465; 0; 1
T9; 0.308158; 0.308158; 0; 1
T10; 0.3406001; 0.3406001; 0; 1
T11; 0.3649885; 0.3649885; 0; 1
T12; 0.3850254; 0.3850254; 0; 1
T13; 0.4000234; 0.4000234; 0; 1
T14; 0.4133905; 0.4133905; 0; 1
T15; 0.4221258; 0.4221258; 0; 1
T16; 0.4293334; 0.4293334; 0; 1
T17; 0.4358081; 0.4358081; 0; 1
T18; 0.442403; 0.442403; 0; 1
T19; 0.446108; 0.446108; 0; 1
T20; 0.4500485; 0.4500485; 0; 1
T21; 0.4518164; 0.4518164; 0; 1
T22; 0.4549392; 0.4549392; 0; 1
T23; 0.4567961; 0.4567961; 0; 1
T24; 0.4593074; 0.4593074; 0; 1
T25; 0.4604411; 0.4604411; 0; 1
T26; 0.4605338; 0.4605338; 0; 1
T27; 0.4600938; 0.4600938; 0; 1
T28; 0.4625778; 0.4625778; 0; 1
T29; 0.4634867; 0.4634867; 0; 1
T30; 0.463067; 0.463067; 0; 1

Sample Characteristics
Name; 2.0 g/L.
SID
Position; 85.05
Sample type;  Control
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 08/05/2020
Step A
Delta Absorbance; 0.28927
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.28927
Result value; 1.98
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08953973; 0.09181616; 0; 0.975207
T1; 0.09642077; 0.09642077; 0; 1
T2; 0.1089748; 0.1089748; 0; 1
T3; 0.1335322; 0.1335322; 0; 1
T4; 0.161769; 0.161769; 0; 1
T5; 0.1884264; 0.1884264; 0; 1
T6; 0.213325; 0.213325; 0; 1
T7; 0.235812; 0.235812; 0; 1
T8; 0.2571705; 0.2571705; 0; 1
T9; 0.2757858; 0.2757858; 0; 1
T10; 0.2930233; 0.2930233; 0; 1
T11; 0.3034522; 0.3034522; 0; 1
T12; 0.3162935; 0.3162935; 0; 1
T13; 0.3270992; 0.3270992; 0; 1
T14; 0.3375343; 0.3375343; 0; 1
T15; 0.3462804; 0.3462804; 0; 1
T16; 0.3542801; 0.3542801; 0; 1
T17; 0.3604746; 0.3604746; 0; 1
T18; 0.3670202; 0.3670202; 0; 1
T19; 0.3699634; 0.3699634; 0; 1
T20; 0.3748248; 0.3748248; 0; 1
T21; 0.3784541; 0.3784541; 0; 1
T22; 0.3827916; 0.3827916; 0; 1
T23; 0.3835285; 0.3835285; 0; 1
T24; 0.3856881; 0.3856881; 0; 1
