Sample Characteristics
Name; WBCH
SID
Position; 85.10
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.34399
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.22146
Result value; 0.28
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.01303469; 0.02020377; 0; 0.645161
T1; 0.1591921; 0.2349979; 0; 0.677419
T2; 0.1613479; 0.2381802; 0; 0.677419
T3; 0.2218515; 0.2645152; 0; 0.83871
T4; 0.2231284; 0.2660377; 0; 0.83871
T5; 0.2210727; 0.2635866; 0; 0.83871
T6; 0.2227436; 0.2655789; 0; 0.83871
T7; 0.2395154; 0.2395154; 0; 1
T8; 0.2474439; 0.2474439; 0; 1
T9; 0.2497625; 0.2497625; 0; 1
T10; 0.2515633; 0.2515633; 0; 1
T11; 0.2512769; 0.2512769; 0; 1
T12; 0.2508478; 0.2508478; 0; 1
T13; 0.2505762; 0.2505762; 0; 1
T14; 0.2530984; 0.2530984; 0; 1
T15; 0.2533428; 0.2533428; 0; 1
T16; 0.2537889; 0.2537889; 0; 1
T17; 0.2517925; 0.2517925; 0; 1
T18; 0.2527105; 0.2527105; 0; 1
T19; 0.2536161; 0.2536161; 0; 1
T20; 0.2551297; 0.2551297; 0; 1
T21; 0.2543362; 0.2543362; 0; 1
T22; 0.2564167; 0.2564167; 0; 1
T23; 0.2544804; 0.2544804; 0; 1
T24; 0.2555487; 0.2555487; 0; 1
T25; 0.2560259; 0.2560259; 0; 1
T26; 0.2568514; 0.2568514; 0; 1
T27; 0.256837; 0.256837; 0; 1
T28; 0.2550286; 0.2550286; 0; 1
T29; 0.2572866; 0.2572866; 0; 1
T30; 0.2578239; 0.2578239; 0; 1

Sample Characteristics
Name; Multiacid.
SID
Position; 85.01
Sample type;  Control
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.38575
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.38575
Result value; 1.93
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.009252794; 0.01434183; 0; 0.645161
T1; 0.01709463; 0.02523493; 0; 0.677419
T2; 0.01867171; 0.027563; 0; 0.677419
T3; 0.07930093; 0.09455112; 0; 0.83871
T4; 0.07944322; 0.09472076; 0; 0.83871
T5; 0.07731489; 0.09218314; 0; 0.83871
T6; 0.07712354; 0.09195498; 0; 0.83871
T7; 0.1903004; 0.1903004; 0; 1
T8; 0.2641465; 0.2641465; 0; 1
T9; 0.308158; 0.308158; 0; 1
T10; 0.3406001; 0.3406001; 0; 1
T11; 0.3649885; 0.3649885; 0; 1
T12; 0.3850254; 0.3850254; 0; 1
T13; 0.4000234; 0.4000234; 0; 1
T14; 0.4133905; 0.4133905; 0; 1
T15; 0.4221258; 0.4221258; 0; 1
T16; 0.4293334; 0.4293334; 0; 1
T17; 0.4358081; 0.4358081; 0; 1
T18; 0.442403; 0.442403; 0; 1
T19; 0.446108; 0.446108; 0; 1
T20; 0.4500485; 0.4500485; 0; 1
T21; 0.4518164; 0.4518164; 0; 1
T22; 0.4549392; 0.4549392; 0; 1
T23; 0.4567961; 0.4567961; 0; 1
T24; 0.4593074; 0.4593074; 0; 1
T25; 0.4604411; 0.4604411; 0; 1
T26; 0.4605338; 0.4605338; 0; 1
T27; 0.4600938; 0.4600938; 0; 1
T28; 0.4625778; 0.4625778; 0; 1
T29; 0.4634867; 0.4634867; 0; 1
T30; 0.463067; 0.463067; 0; 1

Sample Characteristics
Name; 2.0 g/L.
SID
Position; 85.05
Sample type;  Control
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.28927
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.28927
Result value; 1.97
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08953973; 0.09181616; 0; 0.975207
T1; 0.09642077; 0.09642077; 0; 1
T2; 0.1089748; 0.1089748; 0; 1
T3; 0.1335322; 0.1335322; 0; 1
T4; 0.161769; 0.161769; 0; 1
T5; 0.1884264; 0.1884264; 0; 1
T6; 0.213325; 0.213325; 0; 1
T7; 0.235812; 0.235812; 0; 1
T8; 0.2571705; 0.2571705; 0; 1
T9; 0.2757858; 0.2757858; 0; 1
T10; 0.2930233; 0.2930233; 0; 1
T11; 0.3034522; 0.3034522; 0; 1
T12; 0.3162935; 0.3162935; 0; 1
T13; 0.3270992; 0.3270992; 0; 1
T14; 0.3375343; 0.3375343; 0; 1
T15; 0.3462804; 0.3462804; 0; 1
T16; 0.3542801; 0.3542801; 0; 1
T17; 0.3604746; 0.3604746; 0; 1
T18; 0.3670202; 0.3670202; 0; 1
T19; 0.3699634; 0.3699634; 0; 1
T20; 0.3748248; 0.3748248; 0; 1
T21; 0.3784541; 0.3784541; 0; 1
T22; 0.3827916; 0.3827916; 0; 1
T23; 0.3835285; 0.3835285; 0; 1
T24; 0.3856881; 0.3856881; 0; 1

Sample Characteristics
Name; 40 g/L.
SID
Position; 85.04
Sample type;  Control
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.18539
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.18539
Result value; 39.9
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.07772396; 0.1047157; 0.02635263; 0.991845
T1; 0.08034143; 0.1067528; 0.02641137; 1
T2; 0.08709481; 0.1166223; 0.02952744; 1
T3; 0.1018622; 0.1317786; 0.02991641; 1
T4; 0.1201415; 0.1451453; 0.02500385; 1
T5; 0.1351475; 0.1616177; 0.02647011; 1
T6; 0.1502569; 0.1759388; 0.0256819; 1
T7; 0.163458; 0.1943992; 0.03094124; 1
T8; 0.175108; 0.205939; 0.03083102; 1
T9; 0.1868144; 0.2176878; 0.03087341; 1
T10; 0.1980288; 0.2262228; 0.02819406; 1
T11; 0.2062611; 0.2344468; 0.02818563; 1
T12; 0.2146608; 0.2424927; 0.02783188; 1
T13; 0.2218438; 0.2513628; 0.02951899; 1
T14; 0.2294568; 0.2559101; 0.02645333; 1
T15; 0.2340178; 0.2611347; 0.02711684; 1
T16; 0.2389893; 0.2659045; 0.02691516; 1
T17; 0.2431038; 0.2706075; 0.02750366; 1
T18; 0.2466465; 0.2741081; 0.0274616; 1
T19; 0.2496008; 0.2790691; 0.02946828; 1
T20; 0.2524717; 0.2805057; 0.02803399; 1
T21; 0.254364; 0.2831315; 0.02876742; 1
T22; 0.2568467; 0.2826543; 0.02580759; 1
T23; 0.2581277; 0.2860522; 0.0279245; 1
T24; 0.2595226; 0.2881972; 0.02867462; 1
T25; 0.2607507; 0.2903373; 0.02958661; 1
T26; 0.262069; 0.2888834; 0.02681435; 1
T27; 0.263045; 0.2898677; 0.02682275; 1
T28; 0.263299; 0.29087; 0.02757096; 1
T29; 0.2636502; 0.2929918; 0.02934153; 1
T30; 0.2634549; 0.2920789; 0.02862401; 1
T31; 0.2642429; 0.29285; 0.02860714; 1
T32; 0.265111; 0.2906505; 0.02553951; 1
T33; 0.265123; 0.293039; 0.02791608; 1
T34; 0.2648917; 0.2937013; 0.02880961; 1
T35; 0.2657297; 0.2934016; 0.02767195; 1

Sample Characteristics
Name; Multiacid.
SID
Position; 85.01
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.47280
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.35027
Result value; 0.45
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 1.456217; 1.720091; -0.003099027; 0.84507
T1; 1.454092; 1.695525; 0.003057699; 0.859155
T2; 1.457418; 1.698721; 0.002382521; 0.859155
T3; 1.450229; 1.691562; 0.003590639; 0.859155
T4; 1.454934; 1.694332; 0.0008849932; 0.859155
T5; 1.45534; 1.693936; 1.578765E-5; 0.859155
T6; 1.45487; 1.693539; 0.0001657989; 0.859155
T7; 1.456653; 1.698721; 0.003272387; 0.859155
T8; 1.411505; 1.415286; 0.003781703; 1
T9; 1.328207; 1.332467; 0.004259728; 1
T10; 1.255353; 1.25826; 0.002906686; 1
T11; 1.198638; 1.201871; 0.003232623; 1
T12; 1.153193; 1.156203; 0.003010005; 1
T13; 1.120447; 1.124396; 0.003948952; 1
T14; 1.092743; 1.096461; 0.003718005; 1
T15; 1.071771; 1.076103; 0.004331478; 1
T16; 1.054156; 1.057388; 0.003232623; 1
T17; 1.038124; 1.042711; 0.004586683; 1
T18; 1.026211; 1.030144; 0.00393302; 1
T19; 1.015988; 1.020279; 0.004291615; 1
T20; 1.006612; 1.011869; 0.005257309; 1
T21; 0.9984491; 1.004266; 0.005816957; 1
T22; 0.9927574; 0.9961571; 0.00339966; 1
T23; 0.9866641; 0.9897616; 0.003097448; 1
T24; 0.9808803; 0.9850842; 0.004203932; 1
T25; 0.9770501; 0.9821477; 0.005097542; 1
T26; 0.9725227; 0.9769419; 0.004419188; 1
T27; 0.9697223; 0.9730027; 0.003280341; 1
T28; 0.9668494; 0.969772; 0.00292258; 1
T29; 0.9633535; 0.9686507; 0.00529726; 1
T30; 0.9618176; 0.9660454; 0.004227844; 1
T31; 0.9596393; 0.9641941; 0.004554774; 1
T32; 0.9572619; 0.9596364; 0.002374584; 1
T33; 0.956984; 0.9596364; 0.002652466; 1
T34; 0.9535359; 0.95723; 0.003694121; 1
T35; 0.9523284; 0.9575937; 0.005265299; 1
T36; 0.9517666; 0.9566486; 0.00488195; 1
T37; 0.9504354; 0.954042; 0.003606558; 1
T38; 0.9490908; 0.9528884; 0.003797628; 1
T39; 0.9480039; 0.9516662; 0.003662278; 1
T40; 0.946028; 0.950519; 0.004490963; 1
T41; 0.9456283; 0.9507338; 0.005105529; 1
T42; 0.9446644; 0.9486611; 0.003996749; 1
T43; 0.944616; 0.9473796; 0.002763669; 1
T44; 0.9434903; 0.9478776; 0.004387291; 1
T45; 0.9422653; 0.9467403; 0.004475012; 1
T46; 0.9418266; 0.9473796; 0.005553033; 1
T47; 0.9410492; 0.9446159; 0.003566762; 1
T48; 0.9403046; 0.9438396; 0.003534928; 1
T49; 0.9397763; 0.9430646; 0.003288295; 1
T50; 0.9387012; 0.9430646; 0.00436337; 1

Sample Characteristics
Name; RS4
SID
Position; 72.10
Sample type;  Calibration
Calibrator information
Level; 3
Target value; 200.0
Target unit; g/L
Run(s); 2
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.92198
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.92198
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08228227; 0.09435163; 0.01139282; 0.991845
T1; 0.08188389; 0.09596011; 0.01407622; 1
T2; 0.1126515; 0.1264098; 0.01375823; 1
T3; 0.1794223; 0.1923825; 0.01296019; 1
T4; 0.2590622; 0.2725271; 0.0134649; 1
T5; 0.3319073; 0.3452663; 0.01335903; 1
T6; 0.4002975; 0.4132658; 0.01296833; 1
T7; 0.4692127; 0.482759; 0.01354636; 1
T8; 0.5240633; 0.5375608; 0.01349748; 1
T9; 0.5809842; 0.5934078; 0.01242356; 1
T10; 0.6310616; 0.6443636; 0.01330203; 1
T11; 0.6754372; 0.6885357; 0.01309852; 1
T12; 0.7175517; 0.7323954; 0.01484363; 1
T13; 0.7540421; 0.7690901; 0.01504795; 1
T14; 0.7857513; 0.8010283; 0.01527691; 1
T15; 0.8176635; 0.83064; 0.01297646; 1
T16; 0.8430615; 0.8562089; 0.01314735; 1
T17; 0.8660835; 0.8790437; 0.01296019; 1
T18; 0.8855661; 0.8997565; 0.01419043; 1
T19; 0.9047894; 0.9191022; 0.01431283; 1
T20; 0.9181519; 0.9327014; 0.01454957; 1
T21; 0.9313071; 0.9458893; 0.01458223; 1
T22; 0.9426302; 0.956576; 0.01394573; 1
T23; 0.9513501; 0.965304; 0.01395389; 1
T24; 0.9606644; 0.9747406; 0.01407622; 1
T25; 0.9689909; 0.9824558; 0.0134649; 1
T26; 0.9742975; 0.9878846; 0.0135871; 1
T27; 0.9791774; 0.9930661; 0.01388866; 1
T28; 0.9838082; 0.9979904; 0.01418227; 1
T29; 0.9876937; 1.001036; 0.01334274; 1
T30; 0.9913781; 1.004509; 0.01313108; 1
T31; 0.9933856; 1.006541; 0.01315549; 1
T32; 0.9960805; 1.01014; 0.01405991; 1
T33; 0.9989733; 1.013025; 0.01405175; 1
T34; 1.00196; 1.015596; 0.01363598; 1
T35; 1.003859; 1.01743; 0.0135708; 1
Calibration result
Test name; RS4 ser
Channel; 986
Factor; 215.20
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS4
SID
Position; 72.10
Sample type;  Calibration
Calibrator information
Level; 3
Target value; 200.0
Target unit; g/L
Run(s); 1
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.92641
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.92641
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.0857102; 0.09306713; 0.006652204; 0.991845
T1; 0.08298552; 0.09458105; 0.01159553; 1
T2; 0.113296; 0.1253054; 0.01200935; 1
T3; 0.1785096; 0.1923575; 0.01384789; 1
T4; 0.2590458; 0.2714612; 0.01241544; 1
T5; 0.3327213; 0.3444142; 0.01169286; 1
T6; 0.4062598; 0.4183666; 0.01210678; 1
T7; 0.4692696; 0.4827834; 0.01351378; 1
T8; 0.5255464; 0.5388077; 0.01326132; 1
T9; 0.5865052; 0.5971367; 0.01063149; 1
T10; 0.6347528; 0.6450365; 0.01028366; 1
T11; 0.680526; 0.6936978; 0.01317177; 1
T12; 0.7240361; 0.7372323; 0.01319619; 1
T13; 0.7576486; 0.7714069; 0.01375823; 1
T14; 0.7931103; 0.8055176; 0.01240731; 1
T15; 0.8219471; 0.8344601; 0.01251296; 1
T16; 0.8474873; 0.8659412; 0.01845388; 1
T17; 0.8703051; 0.8844221; 0.01411701; 1
T18; 0.8916586; 0.9052702; 0.01361154; 1
T19; 0.908825; 0.9229828; 0.0141578; 1
T20; 0.9253287; 0.9371919; 0.01186325; 1
T21; 0.939903; 0.9538976; 0.01399466; 1
T22; 0.9491306; 0.9624978; 0.01336717; 1
T23; 0.9588453; 0.9723998; 0.01355451; 1
T24; 0.9669667; 0.980994; 0.01402728; 1
T25; 0.973559; 0.9878066; 0.01424755; 1
T26; 0.9799171; 0.993382; 0.0134649; 1
T27; 0.986654; 0.9996711; 0.01301714; 1
T28; 0.9886438; 1.001197; 0.01255359; 1
T29; 0.9942368; 1.008501; 0.01426387; 1
T30; 0.997119; 1.010551; 0.01343232; 1
T31; 1.000396; 1.013853; 0.01345676; 1
T32; 1.003455; 1.015513; 0.01205806; 1
T33; 1.004892; 1.018015; 0.01312294; 1
T34; 1.006847; 1.020027; 0.01317991; 1
T35; 1.0094; 1.022979; 0.01357895; 1
Calibration result
Test name; RS4 ser
Channel; 986
Factor; 215.20
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS4
SID
Position; 72.09
Sample type;  Calibration
Calibrator information
Level; 2
Target value; 100.0
Target unit; g/L
Run(s); 2
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.47230
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.47230
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08341347; 0.096531; 0.01243169; 0.991845
T1; 0.08179851; 0.09735361; 0.0155551; 1
T2; 0.09977139; 0.1150401; 0.01526873; 1
T3; 0.1369888; 0.1534862; 0.01649734; 1
T4; 0.1767356; 0.1922825; 0.01554691; 1
T5; 0.2207066; 0.235591; 0.01488448; 1
